Date,Recorder,Site,Block,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,survey
2022-07-12,Nell Pates,Boothby,C,0,3,Soft brome?,Bromus secalinus,25,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,3,Timothy,Phleum pratense,5,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,3,A. stolonifera,Poa trivialis,2,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,3,Grass - tight to stem,Cynosurus cristatus,0.5,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,3,C. nigra,Centaurea nigra,75,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,3,Lotus,Lotus corniculatus,40,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,3,Umbellifer,Daucus carota,5,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,4,Soft brome?,Bromus secalinus,15,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,4,Timothy,Phleum pratense,3,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,4,A. stolonifera,Poa trivialis,5,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,4,C. nigra,Centaurea nigra,60,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,4,Lotus,Lotus corniculatus,20,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,4,Umbellifer,Daucus carota,8,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,4,white clover,Trifolium repens,5,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,0,4,dead leaves,dead leaves,25,,invented.enlighten.soil,A
2022-07-12,Nell Pates,Boothby,C,222,1,ash?,Fraxinus sp,0,overhang - 100,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,blackthorn,Prunus spinosa,0,overhang - 100,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,grass - brachypodium sylvaticum?,Brachypodium sylvaticum,25,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,Bramble,Rubus fructicosus,5,+ overhang - 40,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,blackthorn,Prunus spinosa,85,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,veronica ch,Veronica chamaedrys,5,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,moss,moss,90,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,dead umbellifer,dead,3,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,soft paired leaves - looks like nettle but doesnt sting,Lamium sp,4,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,Shrub / sapling,Mercurialis perennis,4,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,senesced grass,senesced grass,20,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,1,wrinkly leaves in a group,shoot,2,too small to ID,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,2,ash?,Fraxinus sp,0,overhang - 100,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,2,blackthorn,Prunus spinosa,0,overhang - 100,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,2,grass - brachypodium sylvaticum?,Brachypodium sylvaticum,40,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,2,Bramble,Rubus fructicosus,0,overhang - 25,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,2,blackthorn,Prunus spinosa,40,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,2,veronica ch,Veronica chamaedrys,10,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,2,moss,moss,95,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,2,senesced grass,senesced grass,35,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,ash?,Fraxinus sp,0,overhang - 100,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,blackthorn,Prunus spinosa,0,overhang - 100,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,grass - brachypodium sylvaticum?,Brachypodium sylvaticum,75,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,Bramble,Rubus fructicosus,5,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,veronica ch,Veronica chamaedrys,8,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,moss,moss,70,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,senesced grass,senesced grass,45,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,Rumex sp?,Rumex sanguineus,5,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,carrot sp,Anthriscus sylvestris,4,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,R Repens,Ranunculus repens,3,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,Tiny shoots,Rubus sp,0.1,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,3,Grass 2 - Deschapsia cespitosa?,Deschampsia caespitosa,2,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,4,ash?,Fraxinus sp,0,overhang - 100,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,4,blackthorn,Prunus spinosa,0,overhang - 100,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,4,grass - brachypodium sylvaticum?,Brachypodium sylvaticum,40,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,4,Bramble,Rubus fructicosus,15,+ overhang - 15,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,4,veronica ch,Veronica chamaedrys,12,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,4,moss,moss,80,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,4,senesced grass,senesced grass,15,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,4,dandelion sp,Taraxacum officinale,2,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,C,222,4,blackthorn,Prunus spinosa,40,,organic.boards.riches,A
2022-07-12,Nell Pates,Boothby,NE,333,1,Barley,Hordeum distichum,98,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,1,bare soil,bare soil,50,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,1,shoot 1 - daisy?,Matricaria recuitia,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,1,shoot 2 - bell flower,Viola arvensis,0.5,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,1,"shoot 4 - dark, broad leaves - sapling?",shoot,0.5,Too small to ID? CHECK,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,2,Barley,Hordeum distichum,90,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,2,bare soil,bare soil,75,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,2,shoot,shoot,0.1,too small to ID,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,2,v damaged stems,shoot,0.1,damaged,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,3,Barley,Hordeum distichum,98,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,3,bare soil,bare soil,75,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,3,shoot 1 - daisy?,Matricaria recuitia,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,3,"shoot 4 - dark, broad leaves - sapling?",shoot,0.1,Too small to ID?,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,4,Barley,Hordeum distichum,85,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,4,bare soil,bare soil,75,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,4,shoot,shoot,0.1,too small to ID,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,333,4,v damaged shoot,shoot,0.1,damaged,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,1,fluffy grass,Polypogon monspeliensis,100,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,1,moss,moss,50,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,1,damaged stem,Taraxacum officinale,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,1,shoot - pairs of round leaves,Anagallis arvensis,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,1,damaged leaves - ragwort?,Senecio jacobaea,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,1,damaged sapling,Sambucus nigra,0.5,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,1,shoot - half leaf,shoot,0.1,too small to ID,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,2,fluffy grass,Polypogon monspeliensis,100,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,2,moss,moss,50,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,2,different dry grass head,Carex flacca,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,2,shoot - damaged leaf,Senecio jacobaea,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,3,fluffy grass,Polypogon monspeliensis,100,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,3,moss,moss,25,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,3,R Repens,Ranunculus repens,2,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,3,sapling,Acer pseudoplatinus,0.5,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,3,"small, spiky leaves and shoot",Cirsium arvense,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,3,shoot / sapling 2,Aesculus hippocastanum,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,4,fluffy grass,Polypogon monspeliensis,100,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,4,moss,moss,40,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,4,shoot - paired leaves,shoot,0.1,too small to ID,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,4,shoot / sapling 2,Anagallis arvensis,0.1,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,4,shoot - single leaf,shoot,0.1,too small to ID,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,4,R Repens,Ranunculus repens,0.5,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,4,"small, spiky leaves and shoot",Cirsium arvense,0.5,,liquid.trackers.graduated,A
2022-07-12,Nell Pates,Boothby,NE,111,4,shoot - same as shoot 2 in Q3,Aesculus hippocastanum,0.5,,liquid.trackers.graduated,A
2022-07-14,Nell Pates,Boothby,C,322,1,wheat,Triticum aestivum,100,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,1,bare soil,bare soil,70,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,1,stones,stones,2,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,1,green mossy,moss,25,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,2,wheat,Triticum aestivum,95,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,2,bare soil,bare soil,80,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,2,green mossy,moss,50,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,3,wheat,Triticum aestivum,100,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,3,bare soil,bare soil,65,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,3,stones,stones,2,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,3,green mossy,moss,50,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,4,wheat,Triticum aestivum,100,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,4,bare soil,bare soil,60,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,4,green mossy,moss,40,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,322,4,stones,stones,1,,overdrive.covers.remove,A
2022-07-14,Nell Pates,Boothby,C,333,1,wheat,Triticum aestivum,80,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,1,bare soil,bare soil,75,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,1,stones,stones,30,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,2,wheat,Triticum aestivum,90,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,2,bare soil,bare soil,60,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,2,stones,stones,30,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,2,green mossy,moss,1,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,3,wheat,Triticum aestivum,85,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,3,bare soil,bare soil,65,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,3,stones,stones,35,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,3,shoot,Chenopodium ficifolium,0.5,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,4,wheat,Triticum aestivum,80,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,4,bare soil,bare soil,75,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,4,stones,stones,25,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,C,333,4,green mossy,moss,0.5,,trophy.watch.unloads,A
2022-07-14,Nell Pates,Boothby,S,111,1,wheat,Triticum aestivum,75,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,1,bare soil,bare soil,90,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,1,stones,stones,3,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,1,green mossy,moss,1,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,2,wheat,Triticum aestivum,60,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,2,bare soil,bare soil,80,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,2,stones,stones,2,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,2,green mossy,moss,0.5,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,2,yellow flower shoot,Sonchus asper,0.5,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,3,wheat,Triticum aestivum,100,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,3,bare soil,bare soil,50,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,3,stones,stones,10,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,3,green mossy,moss,8,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,4,wheat,Triticum aestivum,100,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,4,bare soil,bare soil,60,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,4,stones,stones,2,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,111,4,green mossy,moss,10,,haunts.explores.firework,A
2022-07-14,Nell Pates,Boothby,S,132,1,wheat,Triticum aestivum,90,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,1,bare soil,bare soil,70,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,1,stones,stones,5,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,1,green mossy,moss,30,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,1,shoot 1,Senecio vulgaris,0.1,v small,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,1,shoot 2 - tiny damaged,shoot,0.1,damaged,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,2,wheat,Triticum aestivum,85,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,2,bare soil,bare soil,75,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,2,stones,stones,3,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,2,green mossy,moss,10,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,2,shoot 3 - wrinkly leaves,Senecio vulgaris,0.1,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,2,shoot 4 - paired leaves,tbd - with Mick,0.1,too small to ID,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,3,wheat,Triticum aestivum,80,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,3,bare soil,bare soil,80,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,3,stones,stones,4,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,3,green mossy,moss,65,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,3,yellow flower,Senecio vulgaris,0.1,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,4,wheat,Triticum aestivum,75,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,4,bare soil,bare soil,80,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,4,stones,stones,3,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,4,green mossy,moss,55,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,132,4,yellow flower,Senecio vulgaris,0.5,,fronted.triads.apes,A
2022-07-14,Nell Pates,Boothby,S,313,1,Barley,Hordeum distichum,90,,sprouting.alcove.prancing,A
2022-07-14,Nell Pates,Boothby,S,313,1,bare soil,bare soil,75,,sprouting.alcove.prancing,A
2022-07-14,Nell Pates,Boothby,S,313,2,Barley,Hordeum distichum,75,,sprouting.alcove.prancing,A
2022-07-14,Nell Pates,Boothby,S,313,2,bare soil,bare soil,85,,sprouting.alcove.prancing,A
2022-07-14,Nell Pates,Boothby,S,313,3,Barley,Hordeum distichum,98,,sprouting.alcove.prancing,A
2022-07-14,Nell Pates,Boothby,S,313,3,bare soil,bare soil,50,,sprouting.alcove.prancing,A
2022-07-14,Nell Pates,Boothby,S,313,4,Barley,Hordeum distichum,99,,sprouting.alcove.prancing,A
2022-07-14,Nell Pates,Boothby,S,313,4,bare soil,bare soil,50,,sprouting.alcove.prancing,A
2022-07-14,Nell Pates,Boothby,S,313,4,bark,bark,2,,sprouting.alcove.prancing,A
2022-07-14,Nell Pates,Boothby,S,213,1,wheat,Triticum aestivum,90,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,1,bare soil,bare soil,75,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,1,stones,stones,2,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,1,green mossy,moss,50,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,2,wheat,Triticum aestivum,95,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,2,bare soil,bare soil,70,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,2,stones,stones,2,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,2,green mossy,moss,40,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,3,wheat,Triticum aestivum,95,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,3,bare soil,bare soil,60,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,3,stones,stones,4,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,3,green mossy,moss,50,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,4,wheat,Triticum aestivum,90,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,4,bare soil,bare soil,80,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,4,stones,stones,2,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,213,4,green mossy,moss,40,,doted.replenish.lyricism,A
2022-07-14,Nell Pates,Boothby,S,222,1,wheat,Triticum aestivum,95,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,1,bare soil,bare soil,65,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,1,green mossy,moss,10,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,1,carrot sp,Aethusa cynapium,8,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,2,wheat,Triticum aestivum,90,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,2,bare soil,bare soil,75,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,2,green mossy,moss,5,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,2,carrot sp,Aethusa cynapium,12,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,3,wheat,Triticum aestivum,75,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,3,bare soil,bare soil,60,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,3,green mossy,moss,5,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,3,carrot sp,Aethusa cynapium,10,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,4,wheat,Triticum aestivum,70,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,4,bare soil,bare soil,85,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,4,green mossy,moss,10,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,S,222,4,sticks,sticks,5,,audibly.adjusting.clan,A
2022-07-14,Nell Pates,Boothby,NE,122,1,Barley,Hordeum distichum,98,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,1,bare soil,bare soil,50,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,1,stones,stones,1,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,2,Barley,Hordeum distichum,98,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,2,bare soil,bare soil,70,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,2,stones,stones,0.5,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,3,Barley,Hordeum distichum,80,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,3,bare soil,bare soil,80,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,3,stones,stones,5,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,4,Barley,Hordeum distichum,90,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,4,bare soil,bare soil,70,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,122,4,stones,stones,8,,uppermost.wiped.gifted,A
2022-07-14,Nell Pates,Boothby,NE,222,1,Barley,Hordeum distichum,100,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,1,bare soil,bare soil,55,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,1,Barley,Hordeum distichum,98,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,2,bare soil,bare soil,50,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,2,Tall with white flowers (+ shoot) ,Viola arvensis,0.5,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,3,Barley,Hordeum distichum,100,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,3,bare soil,bare soil,75,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,3,shoot - same as Q2,Viola arvensis,0.5,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,4,Barley,Hordeum distichum,98,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,4,bare soil,bare soil,60,,crackled.hunk.monks,A
2022-07-14,Nell Pates,Boothby,NE,222,4,shoot - same as Q2,Viola arvensis,0.5,,crackled.hunk.monks,A
2022-07-18,Nell Pates,Boothby,S,122,1,Barley,Hordeum distichum,75,,sweeping.health.pigment,A
2022-07-18,Nell Pates,Boothby,S,122,1,bare soil,bare soil,65,,sweeping.health.pigment,A
2022-07-18,Nell Pates,Boothby,S,122,2,Barley,Hordeum distichum,75,,sweeping.health.pigment,A
2022-07-18,Nell Pates,Boothby,S,122,2,bare soil,bare soil,75,,sweeping.health.pigment,A
2022-07-18,Nell Pates,Boothby,S,122,3,Barley,Hordeum distichum,95,,sweeping.health.pigment,A
2022-07-18,Nell Pates,Boothby,S,122,3,bare soil,bare soil,50,,sweeping.health.pigment,A
2022-07-18,Nell Pates,Boothby,S,122,3,daisy,Matricaria recuitia,1,,sweeping.health.pigment,A
2022-07-18,Nell Pates,Boothby,S,122,4,Barley,Hordeum distichum,90,,sweeping.health.pigment,A
2022-07-18,Nell Pates,Boothby,S,122,4,bare soil,bare soil,50,,sweeping.health.pigment,A
2022-07-18,Nell Pates,Boothby,S,133,1,grass 1 - cocksfoot,Dactylis glomerata,40,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,1,grass 2 - agrostis stol?,Agrostis stolonifera,20,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,1,grass 3 - lolium perenne?,Elymus repens,10,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,1,nettle,Urtica dioica,20,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,1,thistle,Cirsium arvense,15,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,1,Bramble,Rubus fructicosus,5,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,1,Rumex sp?,Rumex sanguineus,5,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,1,Ground ivy,Glechoma hederacea,15,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,1,galium aparine,Galium aparine,2,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,1,senesced grass,senesced grass,45,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,grass 1 - cocksfoot,Dactylis glomerata,25,,deck.teach.pizzeria,A
2022-07-18,Nell Pates,Boothby,S,133,2,grass 2 - agrostis stol?,Poa trivialis,35,,deck.teach.pizzeria,A
